id,도감번호,이름,설명,타입,키,분류,몸무게,특성
763,625,절각참,자망칼을 거느리며 무리를 만든다. 영역을 건 싸움에서 진 무리는 이긴 쪽에 흡수된다.,"['악', '강철']",1.6,도인포켓몬,70.0,"['오기', '정신력']"
764,626,버프론,박치기만으로 자동차를 부순다. 머리의 털이 풍성할수록 무리에서 지위가 올라간다.,['노말'],1.6,박치기소포켓몬,94.6,"['이판사판', '초식']"
765,627,수리둥보,무작정 싸움을 건다. 쓰러지고 다칠 때마다 강하고 늠름하게 성장한다.,"['노말', '비행']",0.5,새끼독수리포켓몬,10.5,"['날카로운눈', '우격다짐']"
766,628,워글,용맹 과감한 창공의 전사이다. 몸의 상처가 많을수록 동료에게 존경받는다고 한다.,"['노말', '비행']",1.5,용맹포켓몬,41.0,"['날카로운눈', '우격다짐']"
767,628,워글,히스이의 모습 소름 끼치는 함성을 외쳐서 사냥하는 용맹하고 큰 새. 호수에 충격파를 발산해서 수면에 떠오른 먹잇감을 잡는다.,"['에스퍼', '비행']",1.7,부르짖기포켓몬,43.4,"['날카로운눈', '우격다짐']"
768,629,벌차이,적당한 해골을 찾아내서 엉덩이를 방어하는 습성이 있다. 약한 포켓몬을 쫓아 돌아다닌다.,"['악', '비행']",0.5,기저귀포켓몬,9.0,"['부풀린가슴', '방진']"
769,630,버랜지나,벌차이를 위해 언제나 먹이를 찾고 있다. 약해진 포켓몬을 발견하는 대로 둥지로 데려간다.,"['악', '비행']",1.2,뼈독수리포켓몬,39.5,"['부풀린가슴', '방진']"
770,631,앤티골,꼬리의 구멍을 통해 공기를 빨아들여 불꽃을 태운다. 구멍이 막히면 상태가 나빠진다.,['불꽃'],1.4,개미핥기포켓몬,58.0,"['먹보', '타오르는불꽃']"
771,632,아이앤트,굴속 깊은 곳에 알을 낳는다. 앤티골에게 공격받으면 커다란 턱으로 물어서 반격한다.,"['벌레', '강철']",0.3,철개미포켓몬,33.0,"['벌레의알림', '의욕']"
772,633,모노두,눈이 보이지 않기 때문에 무엇이든 일단 깨물어서 확인한다. 길들여지기 전까지는 상처투성이가 된다.,"['악', '드래곤']",0.8,폭거포켓몬,17.3,['의욕']
773,634,디헤드,머리끼리는 사이가 좋지 않다. 두 머리 모두 귀여워해 주지 않으면 질투하여 큰 싸움이 난다.,"['악', '드래곤']",1.4,흉포포켓몬,50.0,['의욕']
774,635,삼삼드래,본체의 머리만이 뇌를 가지고 있다. 지능은 높지만 파괴하는 일만 생각하고 있다.,"['악', '드래곤']",1.8,난폭포켓몬,160.0,['부유']
775,636,활화르바,태양을 훔친 유충이라 불렸었다. 뿔을 통해 분출하는 불꽃은 철판도 끊어 버릴 수 있다.,"['벌레', '불꽃']",1.1,횃불포켓몬,28.8,['불꽃몸']
776,637,불카모스,"더운 곳에서는 타오르는 몸 때문에 미움을 받지만, 추운 곳에서는 태양의 화신이라며 받들어진다.","['벌레', '불꽃']",1.6,태양포켓몬,46.0,['불꽃몸']
777,638,코바르온,강철의 몸과 마음을 지녔다. 째려보기만 해도 난폭한 포켓몬마저도 따르게 된다.,"['강철', '격투']",2.1,철심포켓몬,250.0,['정의의마음']
778,639,테라키온,거대한 성벽을 일격에 돌파할 만한 돌진력을 가졌다. 전설로 전해지는 포켓몬이다.,"['바위', '격투']",1.9,암굴포켓몬,260.0,['정의의마음']
779,640,비리디온,머리의 뿔은 날카로운 칼날이다. 회오리바람과 같은 움직임으로 상대를 농락하여 재빠르게 벤다.,"['풀', '격투']",2.0,초원포켓몬,200.0,['정의의마음']
780,641,토네로스,화신폼 구름처럼 생긴 에너지체에 하반신이 둘러싸여 있다. 시속 300km로 하늘을 난다.,['비행'],1.5,선풍포켓몬,63.0,['짓궂은마음']
781,641,토네로스,영물폼 구름처럼 생긴 에너지체에 하반신이 둘러싸여 있다. 시속 300km로 하늘을 난다.,['비행'],1.4,선풍포켓몬,63.0,['재생력']
782,642,볼트로스,화신폼 꼬리의 가시에서 전격을 날린다. 하나지방의 하늘을 날아다니며 번개를 내리친다.,"['전기', '비행']",1.5,뇌격포켓몬,61.0,['짓궂은마음']
783,642,볼트로스,영물폼 꼬리의 가시에서 전격을 날린다. 하나지방의 하늘을 날아다니며 번개를 내리친다.,"['전기', '비행']",3.0,뇌격포켓몬,61.0,['축전']
784,643,레시라무,불꽃으로 세상을 태워버릴 수 있는 전설의 포켓몬. 진실의 세계를 구축하는 사람을 도와준다.,"['드래곤', '불꽃']",3.2,백양포켓몬,330.0,['터보블레이즈']
785,644,제크로무,번개로 세상을 태워버릴 수 있는 전설의 포켓몬. 이상의 세계를 구축하는 사람을 보좌한다.,"['드래곤', '전기']",2.9,흑음포켓몬,345.0,['테라볼티지']
786,645,랜드로스,화신폼 랜드로스가 찾아온 땅에는 작물에 열매가 많이 열리기 때문에 농지의 신이라고 전해진다.,"['땅', '비행']",1.5,풍요포켓몬,68.0,['모래의힘']
787,645,랜드로스,영물폼 랜드로스가 찾아온 땅에는 작물에 열매가 많이 열리기 때문에 농지의 신이라고 전해진다.,"['땅', '비행']",1.3,풍요포켓몬,68.0,['위협']
788,646,큐레무,큐레무의 모습 잃어버린 몸을 진실과 이상으로 채워줄 영웅을 기다리는 얼음의 전설 포켓몬.,"['드래곤', '얼음']",3.0,경계포켓몬,325.0,['프레셔']
789,646,큐레무,화이트큐레무 잃어버린 몸을 진실과 이상으로 채워줄 영웅을 기다리는 얼음의 전설 포켓몬.,"['드래곤', '얼음']",3.6,경계포켓몬,325.0,['터보블레이즈']
790,646,큐레무,블랙큐레무 잃어버린 몸을 진실과 이상으로 채워줄 영웅을 기다리는 얼음의 전설 포켓몬.,"['드래곤', '얼음']",3.3,경계포켓몬,325.0,['테라볼티지']
791,647,케르디오,평상시 모습 바다나 강 등의 수면을 달려 세계 곳곳을 뛰어다닌다. 아름다운 물가에 나타난다.,"['물', '격투']",1.4,망아지포켓몬,48.5,['정의의마음']
792,647,케르디오,각오의 모습 바다나 강 등의 수면을 달려 세계 곳곳을 뛰어다닌다. 아름다운 물가에 나타난다.,"['물', '격투']",1.4,망아지포켓몬,48.5,['정의의마음']
793,648,메로엣타,보이스폼 메로엣타가 연주하는 선율에는 주위 포켓몬을 기쁘게 하거나 슬프게 할 정도의 힘이 있다.,"['노말', '에스퍼']",0.6,선율포켓몬,6.5,['하늘의은총']
794,648,메로엣타,스텝폼 메로엣타가 연주하는 선율에는 주위 포켓몬을 기쁘게 하거나 슬프게 할 정도의 힘이 있다.,"['노말', '격투']",0.6,선율포켓몬,6.5,['하늘의은총']
795,649,게노세크트,플라스마단에게 개조당한 고대의 벌레포켓몬이다. 등에 있는 대포의 파워가 올라갔다.,"['벌레', '강철']",1.5,고생대포켓몬,82.5,['다운로드']
796,650,도치마론,박치기가 명중하기 직전에 힘을 주면 머리의 가시가 뾰족하게 날이 서 적의 몸을 꿰뚫는다.,['풀'],0.4,밤송이포켓몬,9.0,['심록']
797,651,도치보구,몸을 보호하는 튼튼한 껍질은 상당히 무겁기 때문에 자연스럽게 하체가 단련된다.,['풀'],0.7,가시갑옷포켓몬,29.0,['심록']
798,652,브리가론,동료가 위기에 처했을 때는 팔의 실드를 펼침으로써 직접 방패가 되어 공격을 막는다.,"['풀', '격투']",1.6,가시갑옷포켓몬,90.0,['심록']
799,653,푸호꼬,흥분하기 쉬운 성격이다. 체온도 과하게 오르기 때문에 귀로 열을 내보내 냉정을 유지한다.,['불꽃'],0.4,여우포켓몬,9.4,['맹화']
800,654,테르나,꼬리의 나뭇가지에 붙인 불꽃을 휘둘러서 동료에게 신호를 보낸다. 위험한 순간에는 빙글빙글 돌린다.,['불꽃'],1.0,여우포켓몬,14.5,['맹화']
801,655,마폭시,지팡이 끝의 불꽃으로 땅에 탄 흔적을 남긴다. 옛날 사람들은 그 형태를 보고 점을 쳤다.,"['불꽃', '에스퍼']",1.5,여우포켓몬,39.0,['맹화']
802,656,개구마르,태평해 보이는 것은 적을 속이기 위한 연기다. 눈에 보이지 않는 스피드로 적을 압도한다.,['물'],0.3,거품개구리포켓몬,7.0,['급류']
803,657,개굴반장,지형을 활용한 전법이 특기다. 조약돌을 거품으로 감싸서 날리는 기술은 백발백중이다.,['물'],0.6,거품개구리포켓몬,10.9,['급류']
804,658,개굴닌자,목에 휘감은 기다란 혀에 닿는 공기의 흐름을 통해 보이지 않는 적의 동태를 살핀다.,"['물', '악']",1.5,시노비포켓몬,40.0,['급류']
805,659,파르빗,귀로 구멍을 파는 것이 특기다. 지하 10m에 달하는 굴을 하룻밤 만에 만들어버린다.,['노말'],0.4,땅구멍파기포켓몬,5.0,"['픽업', '볼주머니']"
806,660,파르토,굴착기에 뒤지지 않는 파워로 단단한 암반도 파고 들어간다. 터널 공사에서 크게 활약한다.,"['노말', '땅']",1.0,땅구멍파기포켓몬,42.4,"['픽업', '볼주머니']"
807,661,화살꼬빈,평소에는 온순하지만 싸움에 들어가면 호르몬의 균형이 바뀌어 공격적이게 된다.,"['노말', '비행']",0.3,울새포켓몬,1.7,['부풀린가슴']
808,662,불화살빈,벌레포켓몬이 숨어 있을 것 같은 풀숲에 불똥을 흩뿌려서 튀어나오는 순간 잡아챈다.,"['불꽃', '비행']",0.7,불티포켓몬,16.0,['불꽃몸']
809,663,파이어로,비행 능력은 톱클래스다. 100kg 이상의 먹이를 잡은 채로도 가뿐히 날아다닌다.,"['불꽃', '비행']",1.2,열화포켓몬,24.5,['불꽃몸']
810,664,분이벌레,흡수한 독소는 검은 가루로 바꿔서 배출하기 때문에 독성을 띠는 잎이나 뿌리도 먹을 수 있다.,['벌레'],0.3,가루뿜기포켓몬,2.5,"['인분', '복안']"
811,665,분떠도리,수리둥보에게 부리로 쪼이면 뾰족한 털과 독성을 띠는 검은 가루로 맞서 싸운다.,['벌레'],0.3,가루뿜기포켓몬,8.4,['탈피']
812,666,비비용,세계에는 다양한 무늬의 날개를 가진 비비용이 있다. 살고 있는 곳의 기후에 영향을 받는 것 같다.,"['벌레', '비행']",1.2,인분포켓몬,17.0,"['인분', '복안']"
813,667,레오꼬,어릴 때는 암컷 화염레오에게 사냥 방법을 배우고 성장하면 무리를 떠나 독립한다.,"['불꽃', '노말']",0.6,어린사자포켓몬,13.5,"['투쟁심', '긴장감']"
814,668,화염레오,수컷의 모습 무리의 암컷들이 협력해서 먹잇감을 처리한다. 암컷들 덕분에 무리가 굶지 않을 수 있는 것이다.,"['불꽃', '노말']",1.5,임금포켓몬,81.5,"['투쟁심', '긴장감']"
815,668,화염레오,암컷의 모습 무리의 암컷들이 협력해서 먹잇감을 처리한다. 암컷들 덕분에 무리가 굶지 않을 수 있는 것이다.,"['불꽃', '노말']",1.5,임금포켓몬,81.5,"['투쟁심', '긴장감']"
816,669,플라베베,들판에 핀 꽃에 숨겨진 힘을 끌어내는 능력을 가지고 있다. 특히 빨간 꽃을 좋아한다.,['페어리'],0.1,한송이포켓몬,0.1,['플라워베일']
817,670,플라엣테,시든 꽃의 남은 힘을 끌어내어 건강해지게 한다. 빨간 꽃을 들고 있는 플라엣테.,['페어리'],0.2,한송이포켓몬,0.9,['플라워베일']
818,671,플라제스,자신의 영역에 멋진 화원을 만든다. 목을 감싸고 있는 빨간 꽃의 파워를 끌어낸다.,['페어리'],1.1,가든포켓몬,10.0,['플라워베일']
819,672,메이클,최근까지도 산악 지대에 사는 사람들은 메이클의 등에 올라타서 산길을 이동했다.,['풀'],0.9,라이드포켓몬,31.0,['초식']
820,673,고고트,뿔에 닿으면 상대의 기분을 느낄 수 있다. 5천 년 전부터 인간의 일을 도왔다.,['풀'],1.7,라이드포켓몬,91.0,['초식']
821,674,판짱,형님처럼 따르는 부란다를 따라 하면서 싸우는 법과 먹이를 잡는 법을 배운다.,['격투'],0.6,개구쟁이포켓몬,8.0,"['철주먹', '틀깨기']"
822,675,부란다,성질이 사나워서 완력으로 상대를 조용하게 만든다. 가로막구리와의 결투에 투지를 불태운다.,"['격투', '악']",2.1,무서운얼굴포켓몬,136.0,"['철주먹', '틀깨기']"
823,676,트리미앙,복슬복슬한 털을 깎고 다듬으면 모습이 아름다워질 뿐만 아니라 몸의 움직임도 좋아진다.,['노말'],1.2,푸들포켓몬,28.0,['퍼코트']
824,677,냐스퍼,체내의 강한 사이코 파워가 새어 나가지 않게 귀를 덮고 있으나 너무 오래 모아 두면 의식을 잃고 만다.,['에스퍼'],0.3,자제포켓몬,3.5,"['날카로운눈', '틈새포착']"
825,678,냐오닉스,수컷의 모습 어떤 상대도 날려 버릴 수 있는 사이코 파워를 가졌지만 공격할 때보다는 동료를 지킬 때 사용한다.,['에스퍼'],0.6,억제포켓몬,8.5,"['날카로운눈', '틈새포착']"
826,678,냐오닉스,암컷의 모습 수컷보다 더 공격적이다. 강력한 사이코 파워를 사용할 때에도 계속 무표정을 유지한다.,['에스퍼'],0.6,억제포켓몬,8.5,"['날카로운눈', '틈새포착']"
827,679,단칼빙,먼 옛날에 이 검에 의해 죽은 인간의 영혼이 단칼빙의 영혼이 되었다.,"['강철', '고스트']",0.8,도검포켓몬,2.0,['노가드']
828,680,쌍검킬,진화해서 쌍둥이가 되었다. 칼날을 맞부딪혀서 내는 금속음으로 상대를 위협한다.,"['강철', '고스트']",0.8,도검포켓몬,4.5,['노가드']
829,681,킬가르도,실드폼 강철로 된 몸과 영험한 힘을 가진 배리어로 모든 공격을 약하게 만드는 방어적인 태세.,"['강철', '고스트']",1.7,왕검포켓몬,53.0,['배틀스위치']
830,681,킬가르도,블레이드폼 공격에 특화된 태세. 강철의 무게와 강도를 살려서 상대를 가른다.,"['강철', '고스트']",1.7,왕검포켓몬,53.0,['배틀스위치']
831,682,슈쁘,체내에 있는 향기주머니로 향기를 만들어 내는 포켓몬. 먹이가 바뀌면 만들어 내는 향기도 바뀐다.,['페어리'],0.2,향수포켓몬,0.5,['치유의마음']
832,683,프레프티르,털에서 항상 강렬한 향기를 내보내기 때문에 파트너는 후각이 둔해지게 된다.,['페어리'],0.8,방향포켓몬,15.5,['치유의마음']
833,684,나룸퍼프,하루에 자신의 체중만큼의 설탕을 먹는다. 당분이 부족하면 매우 기분이 나빠진다.,['페어리'],0.4,솜사탕포켓몬,3.5,['스위트베일']
834,685,나루림,체취로 몸과 마음의 상태를 알아낸다. 의료계에서 응용될 것으로 기대되고 있다.,['페어리'],0.8,휩포켓몬,5.0,['스위트베일']
835,686,오케이징,발광체를 깜빡여서 상대의 의욕을 상실시키는 방식으로 강적으로부터 몸을 지킨다.,"['악', '에스퍼']",0.4,회전포켓몬,3.5,"['심술꾸러기', '흡반']"
836,687,칼라마네로,어마어마하게 강한 최면술을 쓴다. 조종당한 상대는 전후의 기억을 잃어버린다.,"['악', '에스퍼']",1.5,역전포켓몬,47.0,"['심술꾸러기', '흡반']"
837,688,거북손손,2마리가 해변가의 적당한 바위에 달라붙어서 지낸다. 만조가 되면 협력해서 먹이를 모은다.,"['바위', '물']",0.5,두손포켓몬,31.0,"['단단한발톱', '스나이퍼']"
838,689,거북손데스,7마리의 거북손손이 1마리의 몸을 이루고 있다. 머리가 손발에 명령하는 구조다.,"['바위', '물']",1.3,집합포켓몬,96.0,"['단단한발톱', '스나이퍼']"
839,690,수레기,바다에 떠 있는 해초에 섞여서 적의 눈을 속인다. 썩은 해초를 먹어서 독을 만든다.,"['독', '물']",0.5,풀모방포켓몬,7.3,"['독가시', '독수']"
840,691,드래캄,영역에 들어온 상대를 다짜고짜 독액으로 공격한다. 배의 밑바닥을 썩게 만드는 맹독을 지녔다.,"['독', '드래곤']",1.8,풀모방포켓몬,81.5,"['독가시', '독수']"
841,692,완철포,오른쪽 집게 안에서 가스를 폭발시켜서 물을 발사한다. 날아가는 포켓몬을 노려 맞힐 수 있다.,['물'],0.5,물대포포켓몬,8.3,['메가런처']
842,693,블로스터,체내 가스의 힘으로 집게의 꽁지에서 물을 분사하여 60노트의 스피드로 헤엄친다.,['물'],1.3,런처포켓몬,35.3,['메가런처']
